price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
69,2014.0,jeep grand cherokee,excellent,6,gas,77880.0,automatic,SUV,,1.0,2019-04-10,106
69,2019.0,toyota camry,excellent,,gas,33337.0,automatic,sedan,silver,,2019-02-17,6
3744,,toyota camry le,excellent,4,gas,100581.0,automatic,sedan,silver,,2018-12-15,62
8995,2015.0,volkswagen jetta,excellent,4,diesel,93091.0,automatic,sedan,,,2019-01-08,51
14995,2016.0,nissan rogue,excellent,4,gas,24432.0,automatic,SUV,silver,1.0,2018-07-18,63
15000,2010.0,ford f150,excellent,8,gas,,automatic,truck,blue,1.0,2019-03-29,8
12900,,ford mustang,like new,4,gas,46500.0,automatic,coupe,blue,,2018-11-21,53
69,2017.0,nissan maxima,excellent,6,gas,53127.0,automatic,sedan,grey,,2019-02-21,13
34000,2007.0,chevrolet corvette,like new,8,gas,18000.0,manual,coupe,black,,2018-08-05,35
21995,2015.0,ford f150,excellent,6,gas,100580.0,automatic,pickup,red,1.0,2019-01-28,51
5999,2012.0,ford fusion se,excellent,4,gas,106602.0,automatic,sedan,silver,,2018-06-29,53
6995,2011.0,subaru forester,excellent,4,gas,144893.0,automatic,SUV,red,1.0,2018-10-20,20
22500,2010.0,chevrolet silverado,excellent,,gas,68500.0,automatic,pickup,red,1.0,2018-12-21,10
6995,2013.0,nissan sentra,excellent,4,gas,83330.0,automatic,sedan,black,,2018-05-26,15
8990,2010.0,buick enclave,good,6,gas,,automatic,SUV,brown,,2019-03-20,40
6995,2013.0,ford focus,excellent,4,gas,78854.0,automatic,sedan,red,,2018-05-25,34
9495,2016.0,ford focus,excellent,,gas,49336.0,automatic,hatchback,,,2018-06-19,19
4700,2013.0,chevrolet impala,excellent,,gas,106000.0,automatic,sedan,,,2018-09-18,18
8299,,honda cr-v,good,4,gas,114000.0,automatic,SUV,blue,1.0,2018-07-05,81
5495,2011.0,hyundai elantra,excellent,4,gas,107170.0,automatic,sedan,blue,,2018-08-21,25
10490,2015.0,nissan altima,excellent,4,gas,70020.0,automatic,sedan,grey,,2018-10-24,52
19990,,chevrolet silverado 1500,good,8,gas,105199.0,automatic,truck,black,,2019-01-06,133
27000,1964.0,chevrolet malibu,good,8,gas,300.0,automatic,convertible,red,,2019-03-14,106
19795,2018.0,kia sorento,like new,6,gas,27172.0,automatic,SUV,white,,2018-06-15,64
7990,2013.0,kia soul,good,4,gas,,automatic,wagon,green,,2019-02-22,54
7490,2006.0,acura tl,good,6,gas,171571.0,automatic,sedan,custom,,2019-02-01,37
4500,1990.0,jeep wrangler,like new,6,gas,168000.0,manual,offroad,blue,1.0,2018-07-19,61
6500,,honda civic lx,like new,4,gas,,automatic,sedan,blue,,2018-05-27,87
6000,,chrysler 300,excellent,6,gas,12500.0,automatic,other,grey,,2018-12-29,46
5995,,jeep grand cherokee,excellent,6,gas,94104.0,automatic,SUV,silver,1.0,2019-02-19,10
47900,2018.0,chevrolet silverado 3500hd,excellent,8,diesel,34766.0,automatic,truck,,1.0,2018-09-05,36
3600,2005.0,nissan maxima,good,6,gas,,manual,sedan,red,,2018-05-07,42
18900,2014.0,chevrolet silverado 1500,good,8,gas,,automatic,truck,brown,1.0,2018-08-29,36
9990,2009.0,ford f150,excellent,8,gas,137256.0,automatic,truck,white,1.0,2018-12-24,21
4000,2010.0,volkswagen jetta,good,5,gas,145307.0,automatic,sedan,silver,,2018-07-18,129
10995,2014.0,ford escape,good,4,gas,71636.0,automatic,SUV,grey,,2018-12-29,58
10995,2015.0,jeep cherokee,good,4,gas,,automatic,SUV,red,1.0,2019-03-28,38
12800,2016.0,ford fusion,good,4,gas,81464.0,automatic,sedan,grey,1.0,2018-08-24,69
10500,2011.0,toyota rav4,good,4,gas,99181.0,automatic,SUV,white,,2018-07-29,38
11900,2015.0,honda civic,excellent,4,gas,,automatic,sedan,red,,2018-10-13,20
6900,2002.0,toyota tacoma,good,4,gas,207800.0,automatic,truck,silver,,2018-07-25,12
11450,2013.0,honda accord,good,4,gas,90881.0,automatic,sedan,black,,2018-09-02,32
16995,2014.0,ford f-150,good,,gas,,automatic,truck,white,1.0,2018-12-27,19
10995,2015.0,ford escape,good,4,gas,88019.0,automatic,SUV,,1.0,2018-11-04,32
12995,2014.0,hyundai santa fe,good,4,gas,,automatic,SUV,black,1.0,2019-02-21,176
39950,2018.0,ford f-350 sd,good,8,gas,18839.0,automatic,truck,white,1.0,2018-10-04,66
16995,2014.0,jeep grand cherokee,good,6,gas,94991.0,automatic,SUV,white,1.0,2019-04-01,28
6200,2014.0,nissan altima,good,4,gas,119000.0,automatic,sedan,blue,,2018-10-21,40
23000,2011.0,toyota tundra,excellent,8,gas,136000.0,automatic,truck,white,1.0,2018-07-22,40
12995,2008.0,toyota tundra,good,8,gas,104144.0,automatic,truck,,,2019-01-31,23
18995,2013.0,ford f-250 sd,good,8,gas,94236.0,automatic,truck,white,1.0,2018-08-13,139
14500,2014.0,ford explorer,good,6,gas,115023.0,automatic,SUV,white,,2018-07-02,53
12995,2014.0,ford escape,good,4,gas,87870.0,automatic,SUV,white,,2019-02-01,34
21500,2014.0,ford f-150,excellent,8,gas,91000.0,automatic,pickup,white,1.0,2019-03-07,20
25900,2015.0,ford f150 supercrew cab xlt,good,6,gas,59799.0,other,pickup,red,1.0,2018-12-14,78
10500,2008.0,toyota tacoma,excellent,6,gas,205.0,automatic,truck,white,1.0,2018-11-25,45
4450,2004.0,toyota prius,excellent,4,hybrid,,automatic,sedan,grey,,2018-08-23,43
3750,2004.0,ford focus,excellent,4,gas,101000.0,automatic,sedan,green,,2018-12-11,50
21000,2018.0,nissan frontier crew cab sv,good,6,gas,39852.0,other,pickup,silver,1.0,2018-10-01,8
17500,2006.0,toyota tacoma,excellent,6,gas,116500.0,automatic,truck,white,1.0,2018-11-16,26
4750,2003.0,subaru outback,excellent,4,gas,138000.0,automatic,wagon,,1.0,2018-07-29,68
5495,2010.0,toyota corolla,excellent,4,gas,144000.0,automatic,sedan,red,,2018-11-26,18
11995,2002.0,jeep wrangler,excellent,6,gas,86000.0,manual,SUV,,1.0,2018-09-30,48
10500,2005.0,ram 2500,good,6,diesel,148248.0,automatic,truck,brown,,2018-07-18,28
6995,2005.0,subaru outback,excellent,4,gas,113000.0,automatic,wagon,green,1.0,2019-04-16,109
13495,2004.0,jeep wrangler,excellent,6,gas,75000.0,manual,SUV,silver,1.0,2019-01-05,108
13000,2014.0,ford f-150,salvage,6,gas,63400.0,automatic,truck,white,,2018-10-30,42
8900,2010.0,chevrolet equinox,good,6,gas,142000.0,automatic,SUV,blue,,2018-09-09,44
13000,2008.0,toyota tacoma,excellent,6,gas,,manual,truck,red,1.0,2019-02-07,68
6250,2008.0,honda civic,like new,4,gas,,automatic,sedan,,,2018-06-26,33
6995,2009.0,toyota prius,like new,4,hybrid,38906.0,automatic,sedan,,,2018-06-06,11
7000,2012.0,hyundai elantra,good,4,gas,90000.0,automatic,sedan,black,,2018-06-11,5
9950,2011.0,jeep liberty,good,6,gas,,automatic,SUV,grey,1.0,2018-08-08,27
18500,2003.0,ford f-250 super duty,excellent,8,diesel,99000.0,automatic,pickup,white,1.0,2019-04-04,27
32987,2018.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,white,1.0,2019-01-30,27
3993,2011.0,ford focus,excellent,,gas,61728.0,automatic,sedan,black,,2018-06-02,44
7995,2009.0,honda accord,excellent,4,gas,80956.0,automatic,sedan,grey,,2019-03-17,101
15994,2014.0,bmw x5,excellent,6,gas,97711.0,automatic,SUV,white,,2018-07-11,45
58500,2018.0,chevrolet silverado 3500hd,new,8,gas,1399.0,automatic,truck,black,1.0,2018-05-15,8
2994,2008.0,nissan altima,excellent,4,hybrid,212218.0,automatic,sedan,white,,2019-03-09,142
5900,2006.0,honda civic lx,good,4,gas,80560.0,automatic,sedan,silver,,2019-02-05,26
30995,2015.0,chevrolet silverado 3500hd,like new,8,diesel,138622.0,automatic,truck,white,1.0,2018-10-29,9
7500,2006.0,ford f350 super duty,good,,diesel,392000.0,automatic,pickup,,,2019-04-13,18
4994,2013.0,chrysler town & country,excellent,6,gas,,automatic,sedan,grey,,2018-08-17,10
4995,2012.0,chrysler 200,excellent,4,gas,124312.0,automatic,sedan,white,,2018-10-16,16
6499,2007.0,honda cr-v,good,4,gas,155284.0,automatic,SUV,,,2018-10-08,61
11490,2017.0,chevrolet cruze,excellent,,gas,62621.0,automatic,sedan,black,,2018-10-25,52
11599,2015.0,nissan altima,excellent,4,gas,69905.0,automatic,sedan,,,2019-02-04,34
3900,2006.0,jeep liberty,good,6,gas,160000.0,automatic,SUV,,1.0,2018-12-08,12
2895,2001.0,toyota highlander,good,6,gas,171230.0,automatic,SUV,silver,,2018-08-27,29
19000,2008.0,chevrolet silverado 2500hd,good,8,diesel,190000.0,automatic,truck,grey,1.0,2018-07-16,54
12500,2012.0,toyota camry,excellent,4,gas,26000.0,automatic,sedan,silver,,2018-07-15,41
6490,2013.0,ford focus se,excellent,,gas,79083.0,automatic,sedan,red,,2019-01-25,26
6690,2007.0,ford mustang,excellent,6,gas,130488.0,automatic,coupe,grey,,2018-05-26,19
9995,2012.0,toyota camry,excellent,4,gas,157456.0,automatic,sedan,,,2019-02-05,53
5000,2013.0,chevrolet cruze,good,4,gas,110000.0,automatic,sedan,silver,,2018-09-01,32
2200,1998.0,ford f-150,good,8,gas,239000.0,automatic,truck,red,,2018-12-25,33
2900,2001.0,toyota sienna,excellent,6,gas,134000.0,automatic,mini-van,brown,,2019-01-06,73
5500,1987.0,chevrolet corvette,fair,8,gas,157000.0,manual,convertible,black,,2018-06-11,23
7900,2008.0,ford escape,excellent,6,gas,,automatic,SUV,white,,2018-05-23,70
6800,1991.0,jeep wrangler,good,4,gas,251000.0,manual,offroad,white,1.0,2018-12-05,88
8900,2013.0,toyota prius,good,4,hybrid,68000.0,automatic,hatchback,white,,2018-12-15,67
2750,2005.0,chrysler 300,fair,6,gas,160000.0,automatic,sedan,,,2019-04-15,16
3900,2007.0,nissan maxima,excellent,6,gas,107241.0,automatic,sedan,blue,,2018-08-19,47
9500,2006.0,toyota tundra,excellent,8,gas,176000.0,automatic,pickup,black,1.0,2019-03-27,79
7650,2010.0,toyota camry,good,6,gas,159204.0,automatic,sedan,grey,,2019-01-11,14
24500,2006.0,ram 2500,good,6,diesel,,automatic,truck,silver,1.0,2018-10-09,15
26000,2015.0,chevrolet silverado 1500 crew,good,8,gas,92281.0,automatic,pickup,,1.0,2018-10-09,8
27905,2018.0,toyota tacoma,like new,6,gas,,automatic,truck,grey,,2018-09-02,15
6250,2015.0,hyundai sonata,good,4,gas,95167.0,automatic,sedan,white,,2018-05-20,39
5450,2011.0,ford fusion,good,4,gas,,automatic,sedan,blue,,2018-07-20,108
13900,2018.0,chevrolet equinox,like new,4,gas,9000.0,automatic,SUV,,,2018-08-23,19
5950,2012.0,ford escape,good,4,gas,138177.0,automatic,wagon,black,,2018-10-19,56
5850,2013.0,nissan sentra,good,4,gas,96146.0,automatic,sedan,,,2019-04-11,20
13950,2012.0,ram 1500,good,8,gas,145026.0,automatic,truck,black,1.0,2019-03-01,29
19995,2013.0,chevrolet tahoe,excellent,8,gas,99262.0,automatic,SUV,,1.0,2018-06-18,2
25975,2017.0,ford explorer,good,6,gas,29735.0,automatic,SUV,white,,2018-11-05,15
6950,2014.0,chevrolet cruze,good,,gas,66132.0,automatic,sedan,,,2018-05-11,15
6750,2011.0,subaru outback,good,4,gas,146891.0,automatic,wagon,grey,1.0,2018-06-17,45
13950,2012.0,chevrolet silverado 1500,good,8,gas,183062.0,automatic,truck,,1.0,2018-08-01,17
2450,2003.0,ford f-150,good,8,gas,205146.0,automatic,truck,white,1.0,2018-10-20,35
3250,2003.0,ford f-150,good,8,gas,207337.0,automatic,truck,grey,1.0,2018-06-03,27
16999,2014.0,ford f-150,good,8,gas,92997.0,automatic,truck,white,,2018-09-10,50
4500,2012.0,chrysler 200,good,4,gas,110000.0,automatic,sedan,grey,,2019-01-09,34
16999,2014.0,toyota rav4,excellent,4,gas,59000.0,automatic,SUV,grey,1.0,2018-09-08,44
4600,1999.0,ram 2500,good,6,diesel,270000.0,automatic,truck,blue,,2018-05-05,16
12000,2008.0,ford f250,good,8,diesel,200000.0,automatic,truck,white,1.0,2019-03-20,13
30995,2012.0,gmc sierra 2500hd,like new,8,diesel,70000.0,automatic,pickup,,1.0,2018-05-03,26
6499,2007.0,honda cr-v,good,4,gas,155284.0,automatic,SUV,,,2018-11-06,43
1000,,jeep grand cherokee,fair,8,gas,170000.0,automatic,SUV,,1.0,2018-08-11,27
3500,2006.0,toyota camry,good,4,gas,97000.0,automatic,sedan,,,2019-03-17,47
15000,2015.0,jeep cherokee,excellent,,gas,,automatic,SUV,,1.0,2019-04-03,29
3900,2007.0,nissan maxima,excellent,,gas,107250.0,automatic,sedan,blue,,2018-09-09,58
15900,2018.0,toyota corolla,like new,4,gas,,automatic,hatchback,silver,,2018-11-05,38
3795,2006.0,nissan altima,good,4,gas,111000.0,automatic,sedan,silver,,2018-12-01,13
4000,2006.0,ford mustang,excellent,,gas,155000.0,automatic,convertible,red,,2019-02-20,38
10900,2007.0,ford f-250,excellent,8,diesel,180000.0,automatic,truck,white,1.0,2019-02-21,35
9995,2015.0,honda odyssey,excellent,6,gas,157000.0,automatic,mini-van,,,2018-07-03,19
18000,2015.0,chevrolet silverado 1500,excellent,6,gas,34000.0,automatic,pickup,white,1.0,2019-03-11,67
7000,2008.0,toyota 4runner,good,6,gas,199000.0,automatic,SUV,,1.0,2019-02-12,32
7500,2010.0,toyota prius,excellent,4,hybrid,112500.0,automatic,hatchback,red,,2018-09-22,13
3200,,gmc yukon,good,8,gas,175468.0,automatic,SUV,,1.0,2019-01-20,22
8995,2014.0,chrysler 300,like new,6,gas,65000.0,automatic,sedan,black,,2018-10-11,17
6700,2007.0,toyota camry,excellent,6,gas,109263.0,automatic,sedan,,,2019-02-04,136
13995,2016.0,nissan altima,like new,4,gas,55000.0,automatic,SUV,silver,,2018-05-21,57
10500,2005.0,ford explorer,excellent,6,gas,14361.0,automatic,SUV,silver,,2019-03-14,51
25000,2009.0,gmc sierra 2500hd,good,8,diesel,155.0,automatic,pickup,,1.0,2018-11-26,41
7500,2007.0,ford f-250,good,8,diesel,186446.0,automatic,truck,,1.0,2018-10-25,36
6300,2015.0,ford focus se,excellent,4,gas,108400.0,automatic,sedan,grey,,2018-12-14,61
3400,2004.0,ram 1500,like new,8,gas,,automatic,pickup,blue,1.0,2018-05-26,66
24999,2012.0,chevrolet camaro,excellent,8,gas,6200.0,manual,coupe,,,2018-10-16,17
16999,2011.0,bmw x5,excellent,6,gas,74000.0,automatic,SUV,,1.0,2018-05-02,14
14999,2012.0,bmw x5,excellent,6,gas,68000.0,automatic,SUV,blue,1.0,2018-05-02,24
23999,2015.0,bmw x5,excellent,6,gas,69000.0,automatic,SUV,white,1.0,2018-07-11,17
11500,2015.0,ram 1500,like new,8,gas,115000.0,automatic,truck,white,,2018-08-27,9
16995,2015.0,chevrolet silverado 1500,good,6,gas,86000.0,automatic,pickup,brown,,2018-09-18,5
5699,2009.0,honda civic,excellent,,hybrid,54500.0,automatic,sedan,blue,,2018-09-14,19
9995,2010.0,ford explorer,excellent,6,gas,133665.0,automatic,SUV,silver,,2018-11-25,44
5900,,honda cr-v,excellent,4,gas,,automatic,SUV,,1.0,2018-06-26,20
22500,2015.0,jeep cherokee,excellent,6,gas,44000.0,automatic,SUV,black,1.0,2019-01-09,62
3600,2003.0,bmw x5,good,8,gas,115086.0,automatic,SUV,black,1.0,2019-04-09,34
4300,2012.0,chevrolet malibu,like new,4,gas,136.0,automatic,truck,silver,,2018-07-25,56
18995,,honda civic,excellent,4,gas,31360.0,manual,hatchback,blue,,2018-10-24,30
10200,2012.0,honda accord,excellent,4,gas,101193.0,automatic,sedan,silver,,2018-10-14,72
5995,2008.0,ford edge,excellent,6,gas,130225.0,automatic,SUV,blue,1.0,2018-11-08,7
11200,2016.0,toyota corolla,excellent,4,gas,98352.0,automatic,sedan,grey,,2018-06-30,39
11777,2014.0,honda accord,excellent,4,gas,106887.0,automatic,sedan,grey,,2019-02-11,81
5900,2013.0,hyundai elantra,like new,4,gas,120000.0,automatic,sedan,grey,,2018-07-29,15
16777,2009.0,jeep wrangler,excellent,6,gas,91773.0,manual,SUV,green,1.0,2018-12-04,15
6500,2008.0,ram 2500,good,8,gas,213127.0,manual,truck,black,1.0,2018-11-26,34
7988,2006.0,ram 1500,good,6,gas,131603.0,automatic,truck,custom,,2019-04-05,57
8988,2010.0,ford mustang,good,6,gas,102000.0,automatic,convertible,silver,,2018-05-09,13
4988,2001.0,ford ranger,good,4,gas,,other,truck,white,,2018-10-04,58
14995,2012.0,chevrolet suburban,excellent,8,gas,114272.0,automatic,SUV,,,2019-04-17,58
37800,2018.0,chevrolet silverado 1500,excellent,8,gas,11751.0,automatic,truck,,1.0,2018-12-29,67
9950,2018.0,chevrolet silverado 1500,good,6,gas,21088.0,automatic,truck,white,,2018-08-09,88
7950,,nissan altima,good,4,gas,8909.0,automatic,sedan,black,,2018-07-28,80
9950,2018.0,honda cr-v,good,4,gas,37506.0,automatic,wagon,red,,2018-06-07,75
13950,2012.0,jeep wrangler unlimited,good,6,gas,109791.0,automatic,wagon,orange,1.0,2018-11-04,18
24000,2013.0,ford f150 supercrew cab xlt,good,6,gas,51047.0,other,pickup,black,1.0,2018-08-28,42
700,1997.0,toyota corolla,good,4,gas,172226.0,automatic,sedan,,,2018-12-12,45
8950,2015.0,chevrolet colorado,good,6,gas,71222.0,automatic,truck,black,,2018-06-15,11
8950,2013.0,hyundai elantra,excellent,4,gas,,automatic,sedan,red,,2018-09-21,25
18900,2017.0,jeep grand cherokee,like new,,gas,51000.0,automatic,SUV,,1.0,2018-05-17,16
9350,,chevrolet tahoe,like new,8,gas,128000.0,automatic,SUV,black,,2018-12-19,37
25100,2015.0,chevrolet silverado 1500 crew,good,6,gas,58890.0,automatic,pickup,,1.0,2019-02-28,38
22000,,ford f350 super duty,fair,8,diesel,155000.0,automatic,pickup,,1.0,2018-07-04,6
25000,2016.0,jeep wrangler,excellent,6,gas,91500.0,automatic,offroad,,1.0,2018-07-24,25
11500,2005.0,toyota tacoma,excellent,6,gas,,automatic,pickup,custom,,2019-01-06,45
4500,2010.0,chevrolet traverse,good,6,gas,203000.0,automatic,SUV,,,2018-08-09,40
7999,2009.0,toyota rav4,like new,4,gas,75000.0,automatic,truck,green,1.0,2018-09-24,40
2700,2007.0,honda odyssey,good,6,gas,312000.0,automatic,van,blue,,2018-07-04,40
4500,2007.0,subaru forester,excellent,,gas,167000.0,automatic,SUV,grey,1.0,2018-07-16,49
5800,2008.0,honda civic,excellent,4,gas,67000.0,automatic,sedan,blue,,2018-11-26,15
21000,2011.0,gmc sierra 1500,excellent,8,gas,71238.0,automatic,pickup,grey,,2019-01-25,15
2800,,ford f-150,good,6,gas,240000.0,automatic,truck,white,,2018-08-14,42
19500,2018.0,ford edge,like new,6,gas,24053.0,automatic,SUV,silver,1.0,2018-09-11,14
12500,2012.0,honda accord,excellent,6,gas,,automatic,sedan,grey,,2018-09-30,19
6000,,honda cr-v,good,4,gas,172000.0,automatic,SUV,black,1.0,2019-02-25,25
8500,,ford f250 super duty,excellent,8,diesel,175000.0,automatic,truck,green,,2018-10-12,30
5900,2006.0,toyota tundra,good,8,gas,213000.0,automatic,pickup,,,2018-12-01,7
23500,2015.0,chevrolet silverado,like new,6,gas,19500.0,automatic,truck,brown,,2018-11-22,39
8500,2003.0,ford f150,excellent,8,gas,165919.0,automatic,pickup,black,,2019-03-11,104
6900,,ram 2500,good,6,diesel,0.0,automatic,truck,white,,2018-12-09,14
5995,2003.0,dodge dakota,excellent,8,gas,212000.0,automatic,pickup,blue,1.0,2018-08-30,40
13000,2008.0,toyota tacoma,excellent,6,gas,121000.0,manual,pickup,,1.0,2019-02-27,49
4895,2012.0,ford focus,excellent,4,gas,84631.0,automatic,sedan,grey,,2018-05-28,85
7000,2011.0,subaru outback,good,4,gas,141700.0,automatic,sedan,blue,1.0,2018-09-18,35
12500,2014.0,dodge charger,good,8,gas,47536.0,automatic,sedan,white,,2018-09-28,76
25000,2006.0,chevrolet corvette,like new,8,gas,,manual,coupe,orange,,2018-07-21,6
2500,2005.0,toyota camry,good,4,gas,252252.0,automatic,sedan,silver,,2019-01-19,28
5800,2005.0,subaru forester,excellent,4,gas,167308.0,automatic,SUV,silver,1.0,2019-04-10,52
17995,2017.0,ford fusion se,excellent,4,gas,33600.0,automatic,sedan,white,,2018-11-03,30
8133,2009.0,ford edge,good,6,gas,126000.0,automatic,SUV,grey,,2018-11-24,59
5000,,jeep wrangler,good,6,gas,160000.0,manual,SUV,blue,1.0,2018-07-30,31
8250,2013.0,subaru outback,excellent,4,gas,148000.0,automatic,wagon,,1.0,2018-08-13,107
6995,2010.0,toyota corolla,excellent,4,gas,125000.0,automatic,sedan,grey,,2019-01-13,34
7995,2004.0,chevrolet tahoe,excellent,8,gas,97666.0,automatic,SUV,,,2019-01-18,45
5995,,toyota camry,excellent,4,gas,130000.0,automatic,sedan,silver,,2019-02-04,40
12800,2016.0,kia sorento,excellent,,gas,76600.0,automatic,SUV,red,1.0,2018-09-10,34
10900,,jeep grand cherokee laredo,excellent,6,gas,111800.0,automatic,SUV,,1.0,2018-07-28,35
10999,,honda accord,excellent,4,gas,71236.0,automatic,sedan,silver,,2018-12-07,8
20000,2011.0,gmc sierra 1500,good,8,gas,790000.0,automatic,pickup,grey,1.0,2018-09-08,42
3000,2004.0,honda accord,good,4,gas,,automatic,sedan,silver,,2018-11-01,24
2500,2007.0,honda accord,good,4,gas,231000.0,automatic,sedan,blue,,2018-05-01,14
12995,2014.0,honda cr-v,excellent,4,gas,124000.0,automatic,SUV,brown,1.0,2019-01-09,28
13450,2005.0,jeep wrangler,excellent,6,gas,113000.0,automatic,SUV,,1.0,2018-12-29,54
10400,2013.0,ford explorer,excellent,6,gas,72200.0,automatic,SUV,grey,1.0,2018-05-22,14
11900,,ford expedition,excellent,,gas,65000.0,automatic,SUV,black,1.0,2018-12-24,30
10900,,ford f150,excellent,8,gas,,automatic,pickup,silver,1.0,2018-05-05,31
4300,2011.0,kia sorento,good,4,gas,140000.0,automatic,SUV,silver,1.0,2018-08-21,69
14500,2015.0,honda civic,like new,4,gas,,manual,coupe,,,2018-11-17,10
7250,2010.0,dodge grand caravan,excellent,6,gas,129000.0,automatic,mini-van,black,,2019-01-09,26
3200,2004.0,honda civic,good,4,gas,,automatic,other,blue,1.0,2019-02-20,13
13750,2012.0,toyota camry,excellent,4,gas,40000.0,automatic,sedan,silver,,2018-06-17,33
695,2005.0,chevrolet impala,fair,6,gas,155000.0,automatic,sedan,,,2019-04-12,97
6700,2014.0,ford focus se,excellent,4,gas,61000.0,automatic,sedan,grey,,2019-04-18,32
2495,2003.0,ford taurus,good,6,gas,137000.0,automatic,sedan,grey,,2018-08-28,74
11995,2013.0,volkswagen passat,excellent,4,diesel,39945.0,automatic,sedan,,,2018-06-14,11
34985,2017.0,ram 3500,excellent,6,diesel,,automatic,pickup,white,1.0,2018-07-23,23
19985,,jeep wrangler unlimited,excellent,6,gas,66243.0,automatic,SUV,silver,1.0,2018-12-01,37
5600,2005.0,chevrolet trailblazer,excellent,6,gas,,automatic,SUV,silver,1.0,2018-05-21,4
2495,2008.0,ford focus,fair,4,gas,161000.0,automatic,sedan,red,,2018-11-07,56
5995,2012.0,chrysler town & country,good,6,gas,147000.0,automatic,mini-van,blue,,2018-06-25,116
5995,2012.0,ford fusion,good,4,gas,153000.0,automatic,sedan,black,,2018-10-21,30
27000,2018.0,gmc sierra 1500,like new,8,gas,,automatic,truck,white,1.0,2018-08-30,94
7500,2004.0,ford f-150,good,8,gas,168000.0,automatic,truck,black,1.0,2019-02-15,46
11500,2010.0,ford f-150,excellent,8,gas,,automatic,truck,red,1.0,2018-11-30,49
16900,2013.0,chevrolet silverado 1500,excellent,8,gas,68000.0,automatic,truck,silver,1.0,2019-01-20,38
6500,2008.0,gmc sierra 1500,good,8,gas,190000.0,automatic,truck,black,1.0,2018-09-22,29
27995,2017.0,ford f-250 super duty,excellent,8,gas,63601.0,automatic,truck,white,1.0,2019-02-09,12
4750,2005.0,subaru outback,excellent,4,gas,125000.0,manual,wagon,,1.0,2018-06-20,36
1000,1998.0,toyota sienna,good,6,gas,203860.0,automatic,mini-van,,,2019-04-09,22
3475,2010.0,nissan sentra,good,4,gas,,automatic,sedan,,,2018-07-25,17
2000,2007.0,toyota tacoma,good,4,gas,138528.0,manual,pickup,,,2018-11-27,69
3200,1997.0,ford f-150,good,8,gas,127000.0,automatic,truck,red,,2018-06-12,49
7000,2012.0,honda accord,excellent,,gas,,manual,sedan,,,2018-05-22,26
3995,2008.0,toyota corolla,good,4,gas,101000.0,automatic,sedan,red,,2018-08-27,6
8500,2005.0,jeep wrangler,excellent,6,gas,139000.0,automatic,SUV,,1.0,2018-08-18,51
5500,2012.0,ford focus se,good,4,gas,82000.0,automatic,sedan,red,,2018-10-22,50
1200,2001.0,toyota corolla,good,4,gas,167971.0,automatic,sedan,,,2019-02-25,25
5300,2013.0,ford focus,excellent,4,gas,98000.0,automatic,hatchback,black,,2019-01-15,59
4500,2008.0,acura tl,good,6,gas,158000.0,manual,sedan,,,2018-06-16,81
8500,2012.0,toyota camry,excellent,4,gas,37000.0,automatic,sedan,grey,,2018-12-30,22
3495,1993.0,ford ranger,excellent,4,gas,127342.0,manual,pickup,blue,,2018-07-09,19
3995,2007.0,jeep grand cherokee laredo,excellent,8,gas,170000.0,automatic,SUV,black,,2018-11-21,8
4699,2006.0,jeep grand cherokee laredo,excellent,6,gas,121000.0,automatic,SUV,black,,2019-01-29,56
2395,2002.0,honda civic lx,excellent,4,gas,168000.0,manual,sedan,silver,,2018-05-16,29
1700,2004.0,chevrolet tahoe,fair,8,gas,144000.0,automatic,SUV,blue,1.0,2019-02-26,99
12995,2015.0,volkswagen jetta,excellent,4,diesel,,manual,sedan,grey,,2018-07-10,15
8500,2014.0,chevrolet cruze,excellent,4,gas,62000.0,automatic,sedan,red,,2018-05-24,31
5888,2010.0,toyota camry le,good,4,gas,141497.0,automatic,sedan,grey,,2019-01-14,119
1995,2005.0,dodge dakota,good,6,gas,,automatic,pickup,white,1.0,2018-08-22,28
3988,2008.0,honda odyssey,excellent,6,gas,161045.0,automatic,mini-van,silver,,2018-12-24,54
34900,1972.0,chevrolet corvette,like new,8,gas,124000.0,manual,convertible,red,,2018-07-02,115
59900,1964.0,chevrolet corvette,like new,,gas,990000.0,automatic,convertible,red,,2018-06-17,28
9200,2007.0,ford mustang,like new,8,gas,130000.0,manual,coupe,blue,,2019-03-04,22
8500,2011.0,chevrolet silverado 1500,excellent,8,gas,105125.0,automatic,pickup,black,1.0,2018-09-09,3
3995,2009.0,ford focus,excellent,4,gas,,automatic,sedan,red,,2018-10-12,38
7200,2012.0,honda civic lx,excellent,,gas,101000.0,automatic,sedan,,,2019-03-25,36
9999,,chevrolet equinox,excellent,4,gas,112000.0,automatic,SUV,black,1.0,2018-12-23,58
6999,2008.0,honda cr-v,excellent,4,gas,128000.0,automatic,SUV,black,1.0,2019-01-10,18
4995,2007.0,toyota camry le,excellent,4,gas,,automatic,sedan,silver,,2019-04-06,14
2500,,honda civic,excellent,4,gas,,automatic,sedan,blue,,2018-09-18,48
4000,,chevrolet camaro,excellent,6,gas,90591.0,automatic,coupe,,,2019-02-03,38
6500,2010.0,subaru forester,excellent,4,gas,125000.0,manual,SUV,,1.0,2018-05-26,39
2000,1995.0,ford mustang,fair,,gas,190000.0,automatic,convertible,red,,2019-01-07,78
